t, velocity, pressure, k, omega, wall_distance
 5.0000000e-05,  4.8553234e+02,  2.0000000e+04,  1.9977501e+04,  1.9999958e+04,  2.0000000e+04
 1.0000000e-04,  4.2992603e+01,  1.3689590e+06,  7.1554142e+04,  1.8132641e+04,  2.0000000e+04
 1.5000000e-04,  2.2444793e+01,  1.4710878e+05,  4.0713391e+04,  1.6403084e+04,  2.0000000e+04
 2.0000000e-04,  1.7331751e+01,  4.5780351e+03,  2.4554061e+04,  1.3456853e+04,  2.0000000e+04
 2.5000000e-04,  1.4543545e+01,  1.2062429e+03,  1.6020231e+04,  9.2678625e+03,  2.0000000e+04
 3.0000000e-04,  1.3524940e+01,  8.5987140e+02,  1.1827854e+04,  5.5300671e+03,  2.0000000e+04
 3.5000000e-04,  1.3082999e+01,  7.4612132e+02,  2.3762162e+04,  3.7095883e+03,  2.0000000e+04
 4.0000000e-04,  1.2888486e+01,  6.7983889e+02,  1.1205894e+04,  2.7252756e+03,  2.0000000e+04
 4.5000000e-04,  1.2748666e+01,  6.2232028e+02,  1.7648943e+04,  2.0552581e+03,  2.0000000e+04
 5.0000000e-04,  1.2601980e+01,  5.9493071e+02,  1.6691487e+04,  1.5872314e+03,  2.0000000e+04
 5.5000000e-04,  1.2471324e+01,  5.8451209e+02,  1.1263849e+04,  1.2353994e+03,  2.0000000e+04
 6.0000000e-04,  1.2446063e+01,  5.6434047e+02,  1.6229958e+04,  9.9040420e+02,  2.0000000e+04
 6.5000000e-04,  1.3757322e+01,  5.4937167e+02,  1.9320878e+04,  1.5254379e+03,  2.0000000e+04
