iteration, time, yplus_min, yplus_max, yplus_max_pos_x, yplus_max_pos_y, yplus_max_pos_z, yplus_prom 
1, 5e-05, 4.11878e-07, 75.6259, -1.83883, 0.16096, 0.450779, 5.38852 
2, 0.0001, 0.157445, 74.5849, -1.83883, 0.16096, 0.450779, 1.63486 
3, 0.00015, 0.0751672, 76.1098, -2.47382, 0.145448, 0.0245809, 1.98494 
4, 0.0002, 0.047291, 77.3385, -2.47382, 0.145448, 0.0245809, 1.51585 
5, 0.00025, 0.0412744, 77.3824, -2.47382, 0.145448, 0.0245809, 1.25751 
6, 0.0003, 0.021246, 77.2229, -2.47382, 0.145448, 0.0245809, 1.15071 
7, 0.00035, 0.0152696, 77.0768, -2.47382, 0.145448, 0.0245809, 1.09165 
8, 0.0004, 0.0250122, 76.9664, -2.47382, 0.145448, 0.0245809, 1.05887 
9, 0.00045, 0.021714, 76.8807, -2.47382, 0.145448, 0.0245809, 1.04196 
10, 0.0005, 0.0193727, 76.8101, -2.47382, 0.145448, 0.0245809, 1.03718 
11, 0.00055, 0.0184165, 76.7492, -2.47382, 0.145448, 0.0245809, 1.04172 
12, 0.0006, 0.0179202, 76.6948, -2.47382, 0.145448, 0.0245809, 1.05313 
13, 0.00065, 0.0091084, 76.6458, -2.47382, 0.145448, 0.0245809, 1.06911 
14, 0.0007, 0.0186362, 76.6014, -2.47382, 0.145448, 0.0245809, 1.08663 
15, 0.00075, 0.0195383, 76.5611, -2.47382, 0.145448, 0.0245809, 1.10448 
16, 0.0008, 0.0235595, 76.5244, -2.47382, 0.145448, 0.0245809, 1.12142 
17, 0.00085, 0.0226168, 76.4908, -2.47382, 0.145448, 0.0245809, 1.13702 
18, 0.0009, 0.0306777, 76.4601, -2.47382, 0.145448, 0.0245809, 1.151 
19, 0.00095, 0.0239035, 76.4322, -2.47382, 0.145448, 0.0245809, 1.16317 
20, 0.001, 0.0314885, 76.4072, -2.47382, 0.145448, 0.0245809, 1.17334 
21, 0.00105, 0.0275074, 76.385, -2.47382, 0.145448, 0.0245809, 1.18135 
22, 0.0011, 0.029785, 76.3656, -2.47382, 0.145448, 0.0245809, 1.18729 
23, 0.00115, 0.0299591, 76.3488, -2.47382, 0.145448, 0.0245809, 1.19134 
24, 0.0012, 0.0342569, 76.3343, -2.47382, 0.145448, 0.0245809, 1.19365 
25, 0.00125, 0.0341863, 76.3217, -2.47382, 0.145448, 0.0245809, 1.19446 
26, 0.0013, 0.0275998, 76.3106, -2.47382, 0.145448, 0.0245809, 1.19416 
27, 0.00135, 0.0316804, 76.3006, -2.47382, 0.145448, 0.0245809, 1.19317 
28, 0.0014, 0.0124316, 76.2915, -2.47382, 0.145448, 0.0245809, 1.19187 
29, 0.00145, 0.0235554, 76.2834, -2.47382, 0.145448, 0.0245809, 1.19043 
