iteration, time, drag coeff, lift coeff, side force coeff, net force [x], net force [y], net force [z], net static pressure force [x], net static pressure force [y], net static pressure force [z] 
2281, 0.11405, 0.207786, -0.0467513, 2.04768e-05, 161.658, 0.015931, -36.3725, 139.917, 0.0140884, -37.3031 
2282, 0.1141, 0.207804, -0.0467777, 1.94805e-05, 161.671, 0.0151558, -36.3931, 139.925, 0.0157606, -37.3085 
2283, 0.11415, 0.20781, -0.0467831, 2.15311e-05, 161.676, 0.0167512, -36.3972, 139.934, 0.0167705, -37.3118 
2284, 0.1142, 0.207816, -0.0467855, 2.32735e-05, 161.681, 0.0181067, -36.3991, 139.942, 0.0188871, -37.3246 
2285, 0.11425, 0.207825, -0.0468003, 2.66162e-05, 161.688, 0.0207074, -36.4106, 139.958, 0.0212497, -37.3345 
2286, 0.1143, 0.207846, -0.0468111, 3.04375e-05, 161.704, 0.0236803, -36.4191, 139.972, 0.0224876, -37.3466 
2287, 0.11435, 0.207863, -0.0468251, 3.28535e-05, 161.717, 0.02556, -36.43, 139.988, 0.0237404, -37.3601 
2288, 0.1144, 0.207879, -0.0468409, 3.47458e-05, 161.73, 0.0270322, -36.4422, 140.007, 0.0237407, -37.3768 
2289, 0.11445, 0.2079, -0.0468608, 3.41739e-05, 161.746, 0.0265873, -36.4577, 140.028, 0.0230774, -37.3924 
2290, 0.1145, 0.207923, -0.0468793, 3.23135e-05, 161.764, 0.0251399, -36.4721, 140.053, 0.0226369, -37.4121 
2291, 0.11455, 0.207955, -0.0469031, 3.08429e-05, 161.789, 0.0239958, -36.4906, 140.078, 0.0232132, -37.4403 
2292, 0.1146, 0.207988, -0.0469379, 3.13134e-05, 161.815, 0.0243618, -36.5177, 140.101, 0.0251147, -37.466 
2293, 0.11465, 0.208016, -0.0469696, 3.40524e-05, 161.836, 0.0264928, -36.5423, 140.13, 0.026988, -37.4907 
2294, 0.1147, 0.208048, -0.0469998, 3.70595e-05, 161.861, 0.0288322, -36.5658, 140.161, 0.0289161, -37.5181 
2295, 0.11475, 0.208084, -0.0470334, 4.01388e-05, 161.889, 0.031228, -36.592, 140.194, 0.0308887, -37.5485 
2296, 0.1148, 0.208122, -0.0470706, 4.34277e-05, 161.919, 0.0337867, -36.6209, 140.228, 0.0327202, -37.5829 
2297, 0.11485, 0.208166, -0.0471129, 4.60967e-05, 161.953, 0.0358632, -36.6538, 140.264, 0.0332036, -37.6158 
2298, 0.1149, 0.208214, -0.0471536, 4.64566e-05, 161.99, 0.0361432, -36.6855, 140.302, 0.0332617, -37.6552 
2299, 0.11495, 0.208261, -0.047203, 4.56514e-05, 162.027, 0.0355168, -36.7239, 140.33, 0.0326099, -37.6739 
2300, 0.115, 0.208295, -0.0472255, 4.40262e-05, 162.053, 0.0342523, -36.7414, 140.373, 0.0348955, -37.7145 
2301, 0.11505, 0.208346, -0.0472762, 4.65352e-05, 162.093, 0.0362044, -36.7809, 140.414, 0.0369796, -37.7559 
2302, 0.1151, 0.208394, -0.047328, 4.9446e-05, 162.131, 0.038469, -36.8211, 140.459, 0.0399842, -37.8002 
2303, 0.11515, 0.208451, -0.0473836, 5.39306e-05, 162.175, 0.041958, -36.8644, 140.505, 0.0432125, -37.8477 
2304, 0.1152, 0.20851, -0.0474435, 5.8912e-05, 162.221, 0.0458335, -36.911, 140.553, 0.0465854, -37.8967 
2305, 0.11525, 0.208574, -0.0475051, 6.40806e-05, 162.27, 0.0498547, -36.959, 140.602, 0.0491951, -37.947 
2306, 0.1153, 0.208635, -0.0475684, 6.76927e-05, 162.318, 0.0526649, -37.0082, 140.653, 0.0509737, -37.999 
2307, 0.11535, 0.208692, -0.0476336, 6.94433e-05, 162.363, 0.0540268, -37.0589, 140.705, 0.0524703, -38.0533 
2308, 0.1154, 0.208756, -0.0477018, 7.04055e-05, 162.412, 0.0547755, -37.112, 140.759, 0.0545276, -38.1066 
2309, 0.11545, 0.208821, -0.0477686, 7.2244e-05, 162.463, 0.0562059, -37.164, 140.814, 0.0574575, -38.1659 
2310, 0.1155, 0.208889, -0.0478433, 7.57024e-05, 162.516, 0.0588965, -37.2221, 140.87, 0.060788, -38.2246 
2311, 0.11555, 0.208957, -0.0479174, 8.02276e-05, 162.569, 0.0624171, -37.2797, 140.927, 0.0652754, -38.2823 
2312, 0.1156, 0.209025, -0.0479903, 8.66536e-05, 162.622, 0.0674165, -37.3364, 140.985, 0.0705192, -38.3461 
2313, 0.11565, 0.209098, -0.048071, 9.4228e-05, 162.678, 0.0733094, -37.3993, 141.045, 0.0754654, -38.4082 
2314, 0.1157, 0.209174, -0.0481494, 0.000101596, 162.737, 0.0790416, -37.4602, 141.107, 0.0798491, -38.4726 
2315, 0.11575, 0.209252, -0.0482309, 0.000107685, 162.798, 0.0837787, -37.5236, 141.169, 0.0830777, -38.5388 
2316, 0.1158, 0.20933, -0.0483146, 0.000111344, 162.859, 0.0866258, -37.5887, 141.233, 0.0854694, -38.6066 
2317, 0.11585, 0.209411, -0.0484004, 0.000113133, 162.922, 0.0880174, -37.6555, 141.299, 0.0881789, -38.6753 
2318, 0.1159, 0.209494, -0.0484871, 0.000115516, 162.987, 0.0898715, -37.7229, 141.366, 0.0919482, -38.7463 
2319, 0.11595, 0.209583, -0.0485768, 0.000119879, 163.056, 0.0932655, -37.7927, 141.434, 0.0968983, -38.8179 
2320, 0.116, 0.209671, -0.0486671, 0.000126528, 163.124, 0.098439, -37.863, 141.502, 0.102598, -38.8906 
2321, 0.11605, 0.209757, -0.0487593, 0.000134537, 163.191, 0.10467, -37.9347, 141.57, 0.108264, -38.9661 
2322, 0.1161, 0.209839, -0.0488549, 0.000142794, 163.255, 0.111094, -38.0091, 141.642, 0.114364, -39.0398 
2323, 0.11615, 0.20993, -0.0489484, 0.000151679, 163.325, 0.118006, -38.0819, 141.713, 0.119822, -39.1164 
2324, 0.1162, 0.210021, -0.0490457, 0.000159436, 163.396, 0.124041, -38.1575, 141.785, 0.124159, -39.1936 
2325, 0.11625, 0.210114, -0.0491438, 0.000164876, 163.469, 0.128273, -38.2338, 141.859, 0.127416, -39.2723 
2326, 0.1163, 0.210205, -0.0492436, 0.000168163, 163.539, 0.130831, -38.3115, 141.933, 0.130633, -39.351 
2327, 0.11635, 0.210293, -0.0493433, 0.000171061, 163.608, 0.133085, -38.3891, 142.009, 0.134644, -39.4313 
2328, 0.1164, 0.210388, -0.0494452, 0.000175362, 163.682, 0.136432, -38.4683, 142.086, 0.139827, -39.5104 
2329, 0.11645, 0.210483, -0.0495452, 0.000181802, 163.756, 0.141442, -38.5462, 142.164, 0.146741, -39.5919 
2330, 0.1165, 0.210582, -0.0496484, 0.000191311, 163.833, 0.14884, -38.6265, 142.24, 0.153294, -39.6769 
2331, 0.11655, 0.210681, -0.0497561, 0.00020073, 163.909, 0.156168, -38.7102, 142.318, 0.160567, -39.7591 
2332, 0.1166, 0.210783, -0.0498603, 0.000211305, 163.989, 0.164395, -38.7913, 142.399, 0.167738, -39.8415 
2333, 0.11665, 0.210887, -0.0499649, 0.000221419, 164.07, 0.172264, -38.8727, 142.48, 0.174037, -39.9269 
2334, 0.1167, 0.210989, -0.0500735, 0.000229746, 164.15, 0.178742, -38.9572, 142.559, 0.178943, -40.0111 
2335, 0.11675, 0.21109, -0.0501805, 0.000235346, 164.228, 0.183099, -39.0404, 142.64, 0.184267, -40.0956 
2336, 0.1168, 0.211186, -0.0502875, 0.000241065, 164.303, 0.187549, -39.1236, 142.722, 0.189246, -40.1784 
2337, 0.11685, 0.211285, -0.0503924, 0.000246343, 164.379, 0.191655, -39.2053, 142.804, 0.195406, -40.2661 
2338, 0.1169, 0.211386, -0.0505037, 0.000253601, 164.459, 0.197302, -39.2919, 142.887, 0.2033, -40.3528 
2339, 0.11695, 0.211491, -0.0506139, 0.000263796, 164.54, 0.205234, -39.3776, 142.971, 0.21122, -40.4365 
2340, 0.117, 0.211593, -0.05072, 0.000274899, 164.62, 0.213871, -39.4601, 143.055, 0.221157, -40.5248 
2341, 0.11705, 0.211699, -0.0508319, 0.000289097, 164.702, 0.224918, -39.5472, 143.143, 0.229626, -40.6105 
2342, 0.1171, 0.211809, -0.0509403, 0.000301193, 164.787, 0.234328, -39.6315, 143.229, 0.237288, -40.6962 
2343, 0.11715, 0.211919, -0.0510489, 0.000311468, 164.873, 0.242322, -39.7161, 143.313, 0.24444, -40.7839 
2344, 0.1172, 0.212027, -0.0511603, 0.000320355, 164.957, 0.249236, -39.8027, 143.402, 0.250973, -40.87 
2345, 0.11725, 0.212139, -0.0512699, 0.000327954, 165.044, 0.255149, -39.888, 143.489, 0.25722, -40.956 
2346, 0.1173, 0.212246, -0.0513791, 0.000334975, 165.127, 0.26061, -39.9729, 143.579, 0.263989, -41.0428 
2347, 0.11735, 0.212359, -0.0514895, 0.000342644, 165.216, 0.266577, -40.0588, 143.666, 0.271404, -41.1311 
2348, 0.1174, 0.212471, -0.0516016, 0.000351653, 165.303, 0.273586, -40.146, 143.756, 0.280579, -41.2166 
2349, 0.11745, 0.212587, -0.05171, 0.000363934, 165.393, 0.28314, -40.2304, 143.846, 0.290643, -41.3037 
2350, 0.1175, 0.212703, -0.0518205, 0.000378271, 165.483, 0.294295, -40.3164, 143.937, 0.300815, -41.3896 
2351, 0.11755, 0.212813, -0.0519294, 0.000392824, 165.569, 0.305617, -40.401, 144.028, 0.310044, -41.4742 
2352, 0.1176, 0.212924, -0.0520365, 0.000405466, 165.655, 0.315453, -40.4844, 144.119, 0.318062, -41.561 
2353, 0.11765, 0.213037, -0.0521469, 0.000415497, 165.743, 0.323257, -40.5703, 144.213, 0.325893, -41.6441 
2354, 0.1177, 0.213155, -0.0522523, 0.000424745, 165.835, 0.330452, -40.6523, 144.304, 0.333366, -41.7308 
2355, 0.11775, 0.21327, -0.0523625, 0.000433374, 165.924, 0.337165, -40.738, 144.397, 0.341646, -41.8142 
2356, 0.1178, 0.213387, -0.0524682, 0.000443218, 166.015, 0.344823, -40.8203, 144.489, 0.350306, -41.8975 
2357, 0.11785, 0.213503, -0.0525739, 0.000453757, 166.106, 0.353023, -40.9025, 144.583, 0.360337, -41.9801 
2358, 0.1179, 0.213622, -0.0526785, 0.000466736, 166.198, 0.363121, -40.9839, 144.678, 0.371343, -42.0629 
2359, 0.11795, 0.213742, -0.0527835, 0.000481884, 166.291, 0.374906, -41.0655, 144.773, 0.382803, -42.1429 
2360, 0.118, 0.213859, -0.0528846, 0.000498142, 166.383, 0.387554, -41.1442, 144.868, 0.393957, -42.2247 
2361, 0.11805, 0.213981, -0.0529884, 0.000513768, 166.477, 0.399711, -41.225, 144.964, 0.403817, -42.3047 
2362, 0.1181, 0.214101, -0.0530897, 0.000526741, 166.571, 0.409805, -41.3038, 145.059, 0.412454, -42.3843 
2363, 0.11815, 0.214222, -0.0531909, 0.00053711, 166.664, 0.417872, -41.3825, 145.155, 0.420827, -42.4632 
2364, 0.1182, 0.214343, -0.0532909, 0.000546771, 166.759, 0.425388, -41.4603, 145.252, 0.429418, -42.5404 
2365, 0.11825, 0.214469, -0.0533888, 0.000556609, 166.857, 0.433042, -41.5364, 145.348, 0.438768, -42.6131 
2366, 0.1183, 0.214588, -0.0534808, 0.000567719, 166.949, 0.441685, -41.608, 145.444, 0.449346, -42.6889 
2367, 0.11835, 0.214703, -0.0535765, 0.000581171, 167.039, 0.452151, -41.6825, 145.542, 0.461424, -42.763 
2368, 0.1184, 0.214826, -0.0536702, 0.000597733, 167.135, 0.465036, -41.7554, 145.639, 0.47338, -42.8346 
2369, 0.11845, 0.214947, -0.0537606, 0.000614603, 167.229, 0.478161, -41.8257, 145.739, 0.485442, -42.9057 
2370, 0.1185, 0.215073, -0.0538506, 0.00063139, 167.327, 0.491221, -41.8957, 145.837, 0.496305, -42.9755 
2371, 0.11855, 0.215196, -0.0539389, 0.000645777, 167.422, 0.502414, -41.9645, 145.936, 0.506075, -43.0443 
2372, 0.1186, 0.215319, -0.0540261, 0.000658023, 167.518, 0.511942, -42.0323, 146.033, 0.514851, -43.1124 
2373, 0.11865, 0.215443, -0.0541122, 0.000668445, 167.614, 0.52005, -42.0992, 146.134, 0.52425, -43.1771 
2374, 0.1187, 0.215573, -0.0541941, 0.000679425, 167.716, 0.528592, -42.163, 146.233, 0.533872, -43.2413 
2375, 0.11875, 0.215697, -0.0542752, 0.000690737, 167.812, 0.537393, -42.2261, 146.332, 0.544638, -43.3032 
2376, 0.1188, 0.215819, -0.0543533, 0.000704221, 167.907, 0.547883, -42.2868, 146.433, 0.556667, -43.3642 
2377, 0.11885, 0.215948, -0.0544302, 0.000720324, 168.007, 0.560412, -42.3467, 146.531, 0.569097, -43.4239 
2378, 0.1189, 0.216073, -0.0545052, 0.000737573, 168.105, 0.573832, -42.4051, 146.634, 0.581454, -43.4802 
2379, 0.11895, 0.2162, -0.0545758, 0.000754513, 168.204, 0.587011, -42.46, 146.733, 0.592803, -43.5342 
2380, 0.119, 0.216322, -0.0546437, 0.000769553, 168.298, 0.598712, -42.5128, 146.834, 0.603374, -43.5879 
2381, 0.11905, 0.216449, -0.0547114, 0.00078297, 168.397, 0.60915, -42.5654, 146.934, 0.613325, -43.6386 
2382, 0.1191, 0.216574, -0.0547752, 0.000795303, 168.495, 0.618746, -42.6151, 147.035, 0.623379, -43.6875 
2383, 0.11915, 0.216705, -0.0548368, 0.000807405, 168.596, 0.628161, -42.663, 147.133, 0.632813, -43.7359 
2384, 0.1192, 0.216831, -0.0548977, 0.000818587, 168.694, 0.636861, -42.7104, 147.234, 0.643935, -43.7783 
2385, 0.11925, 0.216956, -0.0549509, 0.000832291, 168.791, 0.647523, -42.7518, 147.335, 0.655792, -43.8202 
2386, 0.1193, 0.217083, -0.0550032, 0.000847974, 168.89, 0.659724, -42.7924, 147.435, 0.668931, -43.8611 
2387, 0.11935, 0.217212, -0.0550541, 0.00086608, 168.991, 0.67381, -42.8321, 147.535, 0.681604, -43.8989 
2388, 0.1194, 0.217341, -0.0551011, 0.000883626, 169.091, 0.68746, -42.8687, 147.636, 0.693271, -43.9338 
2389, 0.11945, 0.217466, -0.0551444, 0.000899004, 169.189, 0.699425, -42.9023, 147.735, 0.704235, -43.9652 
2390, 0.1195, 0.217587, -0.0551832, 0.000912917, 169.282, 0.710249, -42.9325, 147.836, 0.714228, -43.9946 
2391, 0.11955, 0.217713, -0.0552197, 0.000925193, 169.381, 0.7198, -42.9609, 147.935, 0.724133, -44.0222 
2392, 0.1196, 0.217837, -0.0552537, 0.000937106, 169.477, 0.729068, -42.9874, 148.036, 0.73393, -44.0446 
2393, 0.11965, 0.217967, -0.055281, 0.000948651, 169.578, 0.73805, -43.0086, 148.133, 0.744317, -44.0668 
2394, 0.1197, 0.218093, -0.0553081, 0.000961376, 169.676, 0.74795, -43.0297, 148.233, 0.756195, -44.0853 
2395, 0.11975, 0.21822, -0.0553305, 0.000976912, 169.775, 0.760037, -43.0471, 148.332, 0.769349, -44.1009 
2396, 0.1198, 0.218343, -0.055349, 0.000994921, 169.871, 0.774048, -43.0615, 148.432, 0.782025, -44.1122 
2397, 0.11985, 0.218469, -0.0553619, 0.00101256, 169.969, 0.787768, -43.0715, 148.531, 0.794154, -44.1222 
2398, 0.1199, 0.218593, -0.0553731, 0.00102897, 170.065, 0.800536, -43.0802, 148.629, 0.805083, -44.1282 
2399, 0.11995, 0.218717, -0.0553793, 0.001043, 170.162, 0.81145, -43.0851, 148.726, 0.815307, -44.1319 
2400, 0.12, 0.218839, -0.0553826, 0.00105562, 170.257, 0.821272, -43.0876, 148.826, 0.824953, -44.1299 
2401, 0.12005, 0.218969, -0.0553786, 0.00106703, 170.358, 0.830148, -43.0845, 148.921, 0.83434, -44.1271 
2402, 0.1201, 0.219087, -0.0553734, 0.00107802, 170.45, 0.838702, -43.0805, 149.018, 0.844717, -44.1188 
2403, 0.12015, 0.219205, -0.0553612, 0.00109048, 170.541, 0.84839, -43.071, 149.114, 0.856213, -44.109 
2404, 0.1202, 0.219324, -0.0553469, 0.00110541, 170.634, 0.860007, -43.0599, 149.211, 0.869164, -44.0956 
2405, 0.12025, 0.219447, -0.0553282, 0.00112321, 170.73, 0.873858, -43.0453, 149.308, 0.882397, -44.0773 
2406, 0.1203, 0.219573, -0.0553029, 0.00114173, 170.827, 0.888266, -43.0257, 149.401, 0.894398, -44.0579 
2407, 0.12035, 0.219692, -0.0552764, 0.00115797, 170.92, 0.900901, -43.005, 149.498, 0.905999, -44.0296 
2408, 0.1204, 0.219811, -0.0552384, 0.00117298, 171.013, 0.912579, -42.9754, 149.59, 0.916285, -44.0044 
2409, 0.12045, 0.219923, -0.0552044, 0.00118575, 171.1, 0.922513, -42.949, 149.682, 0.926329, -43.9729 
2410, 0.1205, 0.220039, -0.0551622, 0.00119778, 171.19, 0.931872, -42.9162, 149.774, 0.935971, -43.9374 
2411, 0.12055, 0.220154, -0.0551151, 0.00120884, 171.28, 0.940477, -42.8795, 149.865, 0.946357, -43.8989 
2412, 0.1206, 0.220269, -0.0550641, 0.00122104, 171.369, 0.949966, -42.8398, 149.956, 0.9579, -43.8564 
2413, 0.12065, 0.220386, -0.0550079, 0.00123559, 171.46, 0.961288, -42.7961, 150.045, 0.971379, -43.8126 
2414, 0.1207, 0.220501, -0.05495, 0.00125396, 171.549, 0.975582, -42.7511, 150.134, 0.985507, -43.7642 
2415, 0.12075, 0.220613, -0.054886, 0.00127387, 171.637, 0.991069, -42.7013, 150.223, 0.999926, -43.7113 
2416, 0.1208, 0.220723, -0.0548161, 0.00129386, 171.722, 1.00662, -42.6469, 150.31, 1.01192, -43.6551 
2417, 0.12085, 0.220833, -0.0547423, 0.00130971, 171.808, 1.01896, -42.5895, 150.395, 1.02396, -43.5965 
2418, 0.1209, 0.220943, -0.0546654, 0.0013249, 171.893, 1.03077, -42.5297, 150.48, 1.03521, -43.5346 
2419, 0.12095, 0.221049, -0.0545844, 0.0013384, 171.976, 1.04127, -42.4667, 150.562, 1.046, -43.469 
2420, 0.121, 0.221151, -0.0544984, 0.00135085, 172.055, 1.05096, -42.3998, 150.643, 1.05718, -43.4 
2421, 0.12105, 0.221251, -0.0544082, 0.00136374, 172.133, 1.06099, -42.3296, 150.723, 1.0695, -43.3286 
2422, 0.1211, 0.22135, -0.0543148, 0.0013789, 172.21, 1.07279, -42.2569, 150.802, 1.08365, -43.252 
2423, 0.12115, 0.22145, -0.0542147, 0.00139775, 172.288, 1.08745, -42.179, 150.88, 1.09959, -43.175 
2424, 0.1212, 0.221548, -0.0541137, 0.00141995, 172.364, 1.10472, -42.1005, 150.957, 1.11531, -43.0926 
2425, 0.12125, 0.221648, -0.0540058, 0.00144195, 172.442, 1.12184, -42.0165, 151.032, 1.13049, -43.0095 
2426, 0.1213, 0.221743, -0.0538973, 0.00146245, 172.516, 1.13779, -41.9321, 151.103, 1.14336, -42.9235 
2427, 0.12135, 0.221832, -0.0537851, 0.00147891, 172.585, 1.15059, -41.8448, 151.174, 1.1566, -42.8339 
2428, 0.1214, 0.221921, -0.0536683, 0.00149515, 172.654, 1.16322, -41.7539, 151.244, 1.16949, -42.7402 
2429, 0.12145, 0.222011, -0.0535462, 0.00151045, 172.725, 1.17513, -41.659, 151.31, 1.18214, -42.6472 
2430, 0.1215, 0.222096, -0.0534251, 0.00152536, 172.791, 1.18673, -41.5647, 151.376, 1.19675, -42.5502 
2431, 0.12155, 0.222179, -0.053299, 0.00154308, 172.855, 1.20052, -41.4666, 151.44, 1.213, -42.4499 
2432, 0.1216, 0.222258, -0.0531682, 0.00156396, 172.917, 1.21676, -41.3649, 151.504, 1.23108, -42.3466 
2433, 0.12165, 0.222339, -0.0530335, 0.00158834, 172.979, 1.23573, -41.26, 151.563, 1.24975, -42.241 
2434, 0.1217, 0.222411, -0.0528957, 0.00161415, 173.036, 1.25581, -41.1528, 151.623, 1.26879, -42.1299 
2435, 0.12175, 0.222481, -0.052751, 0.00163996, 173.09, 1.27589, -41.0403, 151.678, 1.28615, -42.0248 
2436, 0.1218, 0.22255, -0.0526142, 0.00166272, 173.144, 1.2936, -40.9338, 151.734, 1.30579, -41.9135 
2437, 0.12185, 0.222622, -0.0524694, 0.00168752, 173.2, 1.31289, -40.8212, 151.787, 1.3215, -41.799 
2438, 0.1219, 0.222691, -0.0523207, 0.00170669, 173.254, 1.32781, -40.7055, 151.836, 1.33857, -41.6869 
2439, 0.12195, 0.222748, -0.052175, 0.0017274, 173.298, 1.34392, -40.5921, 151.886, 1.35503, -41.5608 
2440, 0.122, 0.222805, -0.0520113, 0.00174753, 173.342, 1.35958, -40.4648, 151.933, 1.37782, -41.4449 
2441, 0.12205, 0.222863, -0.0518606, 0.00177653, 173.388, 1.38214, -40.3476, 151.983, 1.39967, -41.3162 
2442, 0.1221, 0.222928, -0.0516934, 0.00180541, 173.438, 1.40461, -40.2174, 152.027, 1.42421, -41.195 
2443, 0.12215, 0.222987, -0.0515356, 0.00183849, 173.484, 1.43034, -40.0947, 152.07, 1.4487, -41.0685 
2444, 0.1222, 0.223041, -0.0513712, 0.00187137, 173.526, 1.45592, -39.9668, 152.11, 1.47262, -40.9404 
2445, 0.12225, 0.223088, -0.0512048, 0.00190279, 173.562, 1.48037, -39.8373, 152.151, 1.49657, -40.8094 
2446, 0.1223, 0.223137, -0.0510347, 0.00193356, 173.6, 1.50431, -39.705, 152.187, 1.52001, -40.6782 
2447, 0.12235, 0.223184, -0.0508643, 0.001963, 173.637, 1.52722, -39.5724, 152.224, 1.54393, -40.5433 
2448, 0.1224, 0.223231, -0.0506893, 0.00199269, 173.674, 1.55032, -39.4363, 152.259, 1.56868, -40.4085 
2449, 0.12245, 0.223273, -0.0505146, 0.00202352, 173.706, 1.5743, -39.3004, 152.29, 1.59456, -40.2703 
2450, 0.1225, 0.223307, -0.0503353, 0.00205635, 173.733, 1.59984, -39.1608, 152.323, 1.62267, -40.1305 
2451, 0.12255, 0.223347, -0.0501536, 0.00209301, 173.764, 1.62836, -39.0195, 152.354, 1.65235, -39.9904 
2452, 0.1226, 0.223386, -0.0499716, 0.00213251, 173.794, 1.65909, -38.8779, 152.383, 1.68259, -39.8472 
2453, 0.12265, 0.223425, -0.0497856, 0.00217282, 173.825, 1.69045, -38.7332, 152.411, 1.7124, -39.7028 
2454, 0.1227, 0.223459, -0.0495981, 0.00221197, 173.851, 1.72092, -38.5873, 152.438, 1.74169, -39.5542 
2455, 0.12275, 0.223489, -0.0494054, 0.0022497, 173.875, 1.75027, -38.4374, 152.46, 1.77113, -39.408 
2456, 0.1228, 0.223517, -0.0492158, 0.00228708, 173.896, 1.77935, -38.2899, 152.484, 1.8003, -39.2577 
2457, 0.12285, 0.223548, -0.0490211, 0.00232374, 173.92, 1.80787, -38.1384, 152.506, 1.83076, -39.1058 
2458, 0.1229, 0.223577, -0.0488244, 0.00236223, 173.943, 1.83782, -37.9854, 152.526, 1.86177, -38.9532 
2459, 0.12295, 0.223603, -0.0486267, 0.00240174, 173.963, 1.86856, -37.8316, 152.544, 1.8943, -38.7984 
2460, 0.123, 0.223626, -0.048426, 0.00244382, 173.981, 1.90129, -37.6754, 152.562, 1.92811, -38.6428 
2461, 0.12305, 0.223645, -0.0482241, 0.0024882, 173.996, 1.93582, -37.5184, 152.579, 1.96245, -38.4842 
2462, 0.1231, 0.223665, -0.0480184, 0.00253374, 174.011, 1.97125, -37.3583, 152.593, 1.99632, -38.3247 
2463, 0.12315, 0.22368, -0.0478116, 0.00257826, 174.023, 2.00589, -37.1974, 152.608, 2.02945, -38.1622 
2464, 0.1232, 0.223694, -0.0476008, 0.00262107, 174.034, 2.03919, -37.0334, 152.62, 2.06156, -37.9993 
2465, 0.12325, 0.223707, -0.0473897, 0.00266186, 174.044, 2.07093, -36.8692, 152.63, 2.09334, -37.8337 
2466, 0.1233, 0.223716, -0.047175, 0.00270194, 174.051, 2.10211, -36.7021, 152.639, 2.12583, -37.6674 
2467, 0.12335, 0.223727, -0.0469595, 0.00274318, 174.059, 2.13419, -36.5345, 152.647, 2.15897, -37.4996 
2468, 0.1234, 0.223736, -0.0467422, 0.00278567, 174.067, 2.16725, -36.3654, 152.655, 2.19263, -37.3307 
2469, 0.12345, 0.22375, -0.0465235, 0.00282923, 174.077, 2.20114, -36.1952, 152.66, 2.22717, -37.1607 
2470, 0.1235, 0.223758, -0.0463031, 0.00287458, 174.084, 2.23642, -36.0238, 152.665, 2.26193, -36.9885 
2471, 0.12355, 0.223766, -0.04608, 0.00292058, 174.09, 2.27221, -35.8503, 152.667, 2.29597, -36.8152 
2472, 0.1236, 0.223765, -0.0458554, 0.00296542, 174.089, 2.30709, -35.6755, 152.669, 2.32874, -36.6414 
2473, 0.12365, 0.223765, -0.0456303, 0.00300785, 174.089, 2.3401, -35.5004, 152.669, 2.36061, -36.4651 
2474, 0.1237, 0.223763, -0.0454019, 0.00304862, 174.087, 2.37183, -35.3227, 152.668, 2.39197, -36.2864 
2475, 0.12375, 0.223761, -0.0451705, 0.00308834, 174.086, 2.40272, -35.1426, 152.664, 2.42347, -36.1076 
2476, 0.1238, 0.223753, -0.0449388, 0.00312824, 174.08, 2.43377, -34.9624, 152.66, 2.45528, -35.9273 
2477, 0.12385, 0.223748, -0.0447054, 0.00316877, 174.076, 2.4653, -34.7808, 152.655, 2.48744, -35.7464 
2478, 0.1239, 0.223745, -0.0444713, 0.00321035, 174.074, 2.49765, -34.5986, 152.647, 2.52074, -35.5648 
2479, 0.12395, 0.223736, -0.0442362, 0.00325404, 174.067, 2.53164, -34.4158, 152.639, 2.5542, -35.3809 
2480, 0.124, 0.223724, -0.0439978, 0.00329849, 174.057, 2.56623, -34.2302, 152.629, 2.58737, -35.1962 
2481, 0.12405, 0.223712, -0.0437583, 0.00334229, 174.048, 2.6003, -34.0439, 152.617, 2.61872, -35.0087 
2482, 0.1241, 0.223695, -0.0435154, 0.00338294, 174.035, 2.63193, -33.855, 152.602, 2.64949, -34.822 
2483, 0.12415, 0.223676, -0.0432736, 0.00342214, 174.02, 2.66243, -33.6669, 152.588, 2.67936, -34.6335 
2484, 0.1242, 0.223659, -0.0430298, 0.00346015, 174.007, 2.69199, -33.4772, 152.571, 2.70979, -34.4435 
2485, 0.12425, 0.223636, -0.0427839, 0.0034991, 173.989, 2.7223, -33.2859, 152.552, 2.74056, -34.2538 
2486, 0.1243, 0.223609, -0.0425383, 0.00353866, 173.968, 2.75308, -33.0948, 152.532, 2.77118, -34.0615 
2487, 0.12435, 0.223582, -0.0422893, 0.00357797, 173.947, 2.78366, -32.901, 152.511, 2.80223, -33.8687 
2488, 0.1244, 0.223554, -0.0420393, 0.00361824, 173.925, 2.81499, -32.7066, 152.488, 2.83388, -33.6755 
2489, 0.12445, 0.223525, -0.041789, 0.00365986, 173.903, 2.84737, -32.5118, 152.463, 2.86545, -33.4785 
2490, 0.1245, 0.223491, -0.0415335, 0.00370161, 173.876, 2.87985, -32.3131, 152.436, 2.89606, -33.2852 
2491, 0.12455, 0.223457, -0.041283, 0.00374145, 173.85, 2.91085, -32.1182, 152.408, 2.92616, -33.0861 
2492, 0.1246, 0.223424, -0.0410252, 0.00378001, 173.824, 2.94084, -31.9176, 152.377, 2.95506, -32.888 
2493, 0.12465, 0.223376, -0.0407686, 0.00381679, 173.787, 2.96946, -31.7179, 152.343, 2.98531, -32.6871 
2494, 0.1247, 0.223326, -0.0405085, 0.00385559, 173.747, 2.99965, -31.5156, 152.311, 3.01509, -32.4858 
2495, 0.12475, 0.223283, -0.0402479, 0.0038941, 173.714, 3.02961, -31.3128, 152.275, 3.04475, -32.2859 
2496, 0.1248, 0.223239, -0.0399892, 0.00393246, 173.68, 3.05945, -31.1116, 152.236, 3.0757, -32.0858 
