t, velocity, pressure, k, omega, wall_distance
 5.0000000e-05,  4.8553234e+02,  2.0000000e+04,  1.9977501e+04,  1.9999958e+04,  2.0000000e+04
 1.0000000e-04,  4.3032431e+01,  1.3702373e+06,  7.1554142e+04,  1.8132641e+04,  2.0000000e+04
 1.5000000e-04,  2.2605669e+01,  1.4775307e+05,  4.0713394e+04,  1.6403083e+04,  2.0000000e+04
 2.0000000e-04,  1.7514450e+01,  4.5586344e+03,  2.4554047e+04,  1.3562250e+04,  2.0000000e+04
 2.5000000e-04,  1.4841384e+01,  1.2187208e+03,  1.6020012e+04,  9.3852922e+03,  2.0000000e+04
 3.0000000e-04,  1.3803113e+01,  8.8615778e+02,  1.1886719e+04,  5.6225044e+03,  2.0000000e+04
 3.5000000e-04,  1.3386592e+01,  7.7918676e+02,  2.4081161e+04,  3.7909462e+03,  2.0000000e+04
 4.0000000e-04,  1.3270415e+01,  7.0660350e+02,  1.3289835e+04,  2.8136538e+03,  2.0000000e+04
 4.5000000e-04,  1.3974479e+01,  6.6481777e+02,  1.1904397e+04,  2.0816653e+03,  2.0000000e+04
 5.0000000e-04,  1.4501652e+01,  6.1564870e+02,  1.1070437e+04,  1.5992239e+03,  2.0000000e+04
