iteration, time, yplus_min, yplus_max, yplus_max_pos_x, yplus_max_pos_y, yplus_max_pos_z, yplus_prom 
69, 0.00345, 0.0135286, 78.7276, -2.47382, 0.145448, 0.024581, 1.25069 
70, 0.0035, 0.0443104, 78.7263, -2.47382, 0.145448, 0.024581, 1.24983 
71, 0.00355, 0.0412836, 78.7249, -2.47382, 0.145448, 0.024581, 1.2488 
72, 0.0036, 0.0259374, 78.7236, -2.47382, 0.145448, 0.024581, 1.24764 
73, 0.00365, 0.031052, 78.7222, -2.47382, 0.145448, 0.024581, 1.24636 
74, 0.0037, 0.0357212, 78.7208, -2.47382, 0.145448, 0.024581, 1.24505 
75, 0.00375, 0.0388559, 78.7195, -2.47382, 0.145448, 0.024581, 1.24378 
76, 0.0038, 0.0418165, 78.7181, -2.47382, 0.145448, 0.024581, 1.24241 
77, 0.00385, 0.026374, 78.7167, -2.47382, 0.145448, 0.024581, 1.24087 
78, 0.0039, 0.0265677, 78.7155, -2.47382, 0.145448, 0.024581, 1.23915 
79, 0.00395, 0.0165985, 78.7143, -2.47382, 0.145448, 0.024581, 1.23723 
80, 0.004, 0.0404501, 78.7132, -2.47382, 0.145448, 0.024581, 1.23529 
81, 0.00405, 0.0403776, 78.7121, -2.47382, 0.145448, 0.024581, 1.23328 
82, 0.0041, 0.0348312, 78.7109, -2.47382, 0.145448, 0.024581, 1.23134 
83, 0.00415, 0.0391768, 78.7097, -2.47382, 0.145448, 0.024581, 1.22933 
84, 0.0042, 0.0326523, 78.7083, -2.47382, 0.145448, 0.024581, 1.22729 
85, 0.00425, 0.0379843, 78.7071, -2.47382, 0.145448, 0.024581, 1.22512 
86, 0.0043, 0.0277871, 78.7059, -2.47382, 0.145448, 0.024581, 1.22297 
87, 0.00435, 0.037063, 78.7048, -2.47382, 0.145448, 0.024581, 1.22072 
88, 0.0044, 0.0289658, 78.7039, -2.47382, 0.145448, 0.024581, 1.2185 
89, 0.00445, 0.0293448, 78.703, -2.47382, 0.145448, 0.024581, 1.2162 
90, 0.0045, 0.0268751, 78.702, -2.47382, 0.145448, 0.024581, 1.21395 
91, 0.00455, 0.0266837, 78.7009, -2.47382, 0.145448, 0.024581, 1.21162 
92, 0.0046, 0.0118525, 78.6997, -2.47382, 0.145448, 0.024581, 1.2093 
93, 0.00465, 0.0362548, 78.6985, -2.47382, 0.145448, 0.024581, 1.20688 
94, 0.0047, 0.0349206, 78.6973, -2.47382, 0.145448, 0.024581, 1.20452 
95, 0.00475, 0.0330023, 78.6963, -2.47382, 0.145448, 0.024581, 1.20213 
96, 0.0048, 0.0353123, 78.6954, -2.47382, 0.145448, 0.024581, 1.19979 
97, 0.00485, 0.0342304, 78.6947, -2.47382, 0.145448, 0.024581, 1.19739 
98, 0.0049, 0.0311763, 78.6939, -2.47382, 0.145448, 0.024581, 1.19507 
99, 0.00495, 0.0326889, 78.693, -2.47382, 0.145448, 0.024581, 1.19271 
100, 0.005, 0.03564, 78.6919, -2.47382, 0.145448, 0.024581, 1.19028 
101, 0.00505, 0.0304031, 78.6907, -2.47382, 0.145448, 0.024581, 1.18782 
102, 0.0051, 0.0287944, 78.6895, -2.47382, 0.145448, 0.024581, 1.18542 
103, 0.00515, 0.0299163, 78.6885, -2.47382, 0.145448, 0.024581, 1.18305 
104, 0.0052, 0.0334207, 78.6877, -2.47382, 0.145448, 0.024581, 1.18076 
105, 0.00525, 0.0271768, 78.687, -2.47382, 0.145448, 0.024581, 1.17846 
106, 0.0053, 0.0261725, 78.6864, -2.47382, 0.145448, 0.024581, 1.17621 
107, 0.00535, 0.0322241, 78.6856, -2.47382, 0.145448, 0.024581, 1.1739 
108, 0.0054, 0.0328133, 78.6846, -2.47382, 0.145448, 0.024581, 1.1716 
109, 0.00545, 0.0245493, 78.6836, -2.47382, 0.145448, 0.024581, 1.16926 
110, 0.0055, 0.0222546, 78.6825, -2.47382, 0.145448, 0.024581, 1.167 
111, 0.00555, 0.0306344, 78.6814, -2.47382, 0.145448, 0.024581, 1.16475 
112, 0.0056, 0.0338279, 78.6806, -2.47382, 0.145448, 0.024581, 1.16261 
113, 0.00565, 0.0235719, 78.6799, -2.47382, 0.145448, 0.024581, 1.16051 
114, 0.0057, 0.0164828, 78.6792, -2.47382, 0.145448, 0.024581, 1.15833 
115, 0.00575, 0.0289506, 78.6785, -2.47382, 0.145448, 0.024581, 1.15616 
116, 0.0058, 0.0357604, 78.6777, -2.47382, 0.145448, 0.024581, 1.15395 
117, 0.00585, 0.0246109, 78.6767, -2.47382, 0.145448, 0.024581, 1.15179 
118, 0.0059, 0.00983897, 78.6757, -2.47382, 0.145448, 0.024581, 1.14965 
119, 0.00595, 0.0287883, 78.6747, -2.47382, 0.145448, 0.024581, 1.14763 
120, 0.006, 0.037676, 78.6738, -2.47382, 0.145448, 0.024581, 1.14569 
121, 0.00605, 0.0264363, 78.673, -2.47382, 0.145448, 0.024581, 1.14377 
122, 0.0061, 0.0165915, 78.6723, -2.47382, 0.145448, 0.024581, 1.14175 
123, 0.00615, 0.0311374, 78.6717, -2.47382, 0.145448, 0.024581, 1.13976 
124, 0.0062, 0.0389883, 78.6709, -2.47382, 0.145448, 0.024581, 1.13775 
125, 0.00625, 0.0280286, 78.67, -2.47382, 0.145448, 0.024581, 1.13567 
126, 0.0063, 0.0239506, 78.6691, -2.47382, 0.145448, 0.024581, 1.13371 
127, 0.00635, 0.0259049, 78.6682, -2.47382, 0.145448, 0.024581, 1.13175 
128, 0.0064, 0.0141542, 78.6673, -2.47382, 0.145448, 0.024581, 1.12968 
129, 0.00645, 0.0142963, 78.6665, -2.47382, 0.145448, 0.024581, 1.1278 
130, 0.0065, 0.015002, 78.6657, -2.47382, 0.145448, 0.024581, 1.12589 
131, 0.00655, 0.0256129, 78.6649, -2.47382, 0.145448, 0.024581, 1.12409 
132, 0.0066, 0.0167683, 78.6642, -2.47382, 0.145448, 0.024581, 1.12224 
133, 0.00665, 0.0322371, 78.6634, -2.47382, 0.145448, 0.024581, 1.12047 
134, 0.0067, 0.0173757, 78.6626, -2.47382, 0.145448, 0.024581, 1.11869 
135, 0.00675, 0.0216013, 78.6618, -2.47382, 0.145448, 0.024581, 1.11703 
136, 0.0068, 0.0252615, 78.6609, -2.47382, 0.145448, 0.024581, 1.11532 
137, 0.00685, 0.0175246, 78.6601, -2.47382, 0.145448, 0.024581, 1.11356 
138, 0.0069, 0.0234781, 78.6593, -2.47382, 0.145448, 0.024581, 1.11179 
139, 0.00695, 0.0179773, 78.6585, -2.47382, 0.145448, 0.024581, 1.11001 
140, 0.007, 0.0284816, 78.6577, -2.47382, 0.145448, 0.024581, 1.10832 
141, 0.00705, 0.0233487, 78.6569, -2.47382, 0.145448, 0.024581, 1.10666 
142, 0.0071, 0.0290506, 78.6562, -2.47382, 0.145448, 0.024581, 1.10507 
143, 0.00715, 0.0196224, 78.6555, -2.47382, 0.145448, 0.024581, 1.10355 
144, 0.0072, 0.0210333, 78.6548, -2.47382, 0.145448, 0.024581, 1.10196 
145, 0.00725, 0.0161345, 78.6541, -2.47382, 0.145448, 0.024581, 1.10029 
146, 0.0073, 0.0195044, 78.6533, -2.47382, 0.145448, 0.024581, 1.0986 
147, 0.00735, 0.0273173, 78.6524, -2.47382, 0.145448, 0.024581, 1.09695 
148, 0.0074, 0.0277335, 78.6515, -2.47382, 0.145448, 0.024581, 1.09536 
149, 0.00745, 0.0224797, 78.6507, -2.47382, 0.145448, 0.024581, 1.09386 
150, 0.0075, 0.0196624, 78.65, -2.47382, 0.145448, 0.024581, 1.09241 
151, 0.00755, 0.0275047, 78.6494, -2.47382, 0.145448, 0.024581, 1.09102 
152, 0.0076, 0.0226316, 78.6489, -2.47382, 0.145448, 0.024581, 1.08959 
153, 0.00765, 0.029514, 78.6483, -2.47382, 0.145448, 0.024581, 1.08806 
154, 0.0077, 0.0127474, 78.6475, -2.47382, 0.145448, 0.024581, 1.08639 
155, 0.00775, 0.020938, 78.6467, -2.47382, 0.145448, 0.024581, 1.08482 
156, 0.0078, 0.0327893, 78.6458, -2.47382, 0.145448, 0.024581, 1.08327 
157, 0.00785, 0.0281574, 78.645, -2.47382, 0.145448, 0.024581, 1.08187 
158, 0.0079, 0.0316152, 78.6443, -2.47382, 0.145448, 0.024581, 1.08049 
159, 0.00795, 0.0188277, 78.6437, -2.47382, 0.145448, 0.024581, 1.07917 
160, 0.008, 0.0249691, 78.6433, -2.47382, 0.145448, 0.024581, 1.07777 
161, 0.00805, 0.0286673, 78.6428, -2.47382, 0.145448, 0.024581, 1.07639 
162, 0.0081, 0.0190212, 78.6421, -2.47382, 0.145448, 0.024581, 1.07495 
163, 0.00815, 0.0184298, 78.6414, -2.47382, 0.145448, 0.024581, 1.07357 
164, 0.0082, 0.0242351, 78.6405, -2.47382, 0.145448, 0.024581, 1.07218 
165, 0.00825, 0.00406808, 78.6397, -2.47382, 0.145448, 0.024581, 1.07088 
166, 0.0083, 0.0185695, 78.639, -2.47382, 0.145448, 0.024581, 1.06964 
167, 0.00835, 0.0274987, 78.6384, -2.47382, 0.145448, 0.024581, 1.06836 
168, 0.0084, 0.0230187, 78.638, -2.47382, 0.145448, 0.024581, 1.06702 
169, 0.00845, 0.0260515, 78.6377, -2.47382, 0.145448, 0.024581, 1.0657 
170, 0.0085, 0.0221891, 78.6372, -2.47382, 0.145448, 0.024581, 1.06436 
171, 0.00855, 0.0119797, 78.6365, -2.47382, 0.145448, 0.024581, 1.06306 
172, 0.0086, 0.0292837, 78.6357, -2.47382, 0.145448, 0.024581, 1.06178 
173, 0.00865, 0.0358382, 78.635, -2.47382, 0.145448, 0.024581, 1.06052 
174, 0.0087, 0.0344111, 78.6343, -2.47382, 0.145448, 0.024581, 1.0593 
175, 0.00875, 0.0286552, 78.6337, -2.47382, 0.145448, 0.024581, 1.0581 
176, 0.0088, 0.0221905, 78.6332, -2.47382, 0.145448, 0.024581, 1.0569 
177, 0.00885, 0.0142635, 78.6329, -2.47382, 0.145448, 0.024581, 1.05568 
178, 0.0089, 0.0078484, 78.6325, -2.47382, 0.145448, 0.024581, 1.05444 
179, 0.00895, 0.0224467, 78.632, -2.47382, 0.145448, 0.024581, 1.05322 
180, 0.009, 0.0260351, 78.6314, -2.47382, 0.145448, 0.024581, 1.05201 
181, 0.00905, 0.0246776, 78.6307, -2.47382, 0.145448, 0.024581, 1.05083 
182, 0.0091, 0.0139534, 78.63, -2.47382, 0.145448, 0.024581, 1.04969 
183, 0.00915, 0.0183089, 78.6294, -2.47382, 0.145448, 0.024581, 1.04856 
184, 0.0092, 0.0133665, 78.6289, -2.47382, 0.145448, 0.024581, 1.04745 
185, 0.00925, 0.0219833, 78.6285, -2.47382, 0.145448, 0.024581, 1.04634 
186, 0.0093, 0.0250358, 78.6282, -2.47382, 0.145448, 0.024581, 1.04522 
187, 0.00935, 0.0292093, 78.6279, -2.47382, 0.145448, 0.024581, 1.04413 
188, 0.0094, 0.030001, 78.6274, -2.47382, 0.145448, 0.024581, 1.04298 
189, 0.00945, 0.0289475, 78.6268, -2.47382, 0.145448, 0.024581, 1.04189 
190, 0.0095, 0.0267606, 78.6262, -2.47382, 0.145448, 0.024581, 1.04082 
191, 0.00955, 0.0247424, 78.6255, -2.47382, 0.145448, 0.024581, 1.03976 
192, 0.0096, 0.0242081, 78.625, -2.47382, 0.145448, 0.024581, 1.03872 
193, 0.00965, 0.01999, 78.6246, -2.47382, 0.145448, 0.024581, 1.03763 
194, 0.0097, 0.0146884, 78.6242, -2.47382, 0.145448, 0.024581, 1.0365 
195, 0.00975, 0.0134476, 78.6239, -2.47382, 0.145448, 0.024581, 1.03541 
196, 0.0098, 0.0155762, 78.6236, -2.47382, 0.145448, 0.024581, 1.03432 
197, 0.00985, 0.019915, 78.6231, -2.47382, 0.145448, 0.024581, 1.03325 
198, 0.0099, 0.0239924, 78.6226, -2.47382, 0.145448, 0.024581, 1.03213 
199, 0.00995, 0.0236978, 78.622, -2.47382, 0.145448, 0.024581, 1.03109 
200, 0.01, 0.0230084, 78.6215, -2.47382, 0.145448, 0.024581, 1.03002 
201, 0.01005, 0.0207571, 78.6211, -2.47382, 0.145448, 0.024581, 1.029 
202, 0.0101, 0.0185039, 78.6207, -2.47382, 0.145448, 0.024581, 1.02793 
203, 0.01015, 0.0227448, 78.6203, -2.47382, 0.145448, 0.024581, 1.02693 
204, 0.0102, 0.024913, 78.62, -2.47382, 0.145448, 0.024581, 1.02591 
205, 0.01025, 0.0210201, 78.6196, -2.47382, 0.145448, 0.024581, 1.02496 
206, 0.0103, 0.0157467, 78.6192, -2.47382, 0.145448, 0.024581, 1.02402 
207, 0.01035, 0.0140944, 78.6187, -2.47382, 0.145448, 0.024581, 1.02306 
208, 0.0104, 0.00472541, 78.6182, -2.47382, 0.145448, 0.024581, 1.02208 
209, 0.01045, 0.0156299, 78.6178, -2.47382, 0.145448, 0.024581, 1.02107 
210, 0.0105, 0.0202447, 78.6174, -2.47382, 0.145448, 0.024581, 1.02005 
211, 0.01055, 0.0266409, 78.6169, -2.47382, 0.145448, 0.024581, 1.01905 
212, 0.0106, 0.0159364, 78.6165, -2.47382, 0.145448, 0.024581, 1.01809 
213, 0.01065, 0.021114, 78.6162, -2.47382, 0.145448, 0.024581, 1.01716 
214, 0.0107, 0.0292495, 78.6159, -2.47382, 0.145448, 0.024581, 1.01625 
215, 0.01075, 0.0225895, 78.6156, -2.47382, 0.145448, 0.024581, 1.01535 
216, 0.0108, 0.0174003, 78.6152, -2.47382, 0.145448, 0.024581, 1.01442 
217, 0.01085, 0.0174878, 78.6148, -2.47382, 0.145448, 0.024581, 1.01349 
218, 0.0109, 0.0204116, 78.6144, -2.47382, 0.145448, 0.024581, 1.01255 
219, 0.01095, 0.0172524, 78.6139, -2.47382, 0.145448, 0.024581, 1.01163 
220, 0.011, 0.0154535, 78.6134, -2.47382, 0.145448, 0.024581, 1.01073 
221, 0.01105, 0.00749502, 78.613, -2.47382, 0.145448, 0.024581, 1.00986 
222, 0.0111, 0.0168439, 78.6127, -2.47382, 0.145448, 0.024581, 1.009 
223, 0.01115, 0.0156711, 78.6124, -2.47382, 0.145448, 0.024581, 1.00815 
224, 0.0112, 0.0156346, 78.6122, -2.47382, 0.145448, 0.024581, 1.00726 
225, 0.01125, 0.0224669, 78.6118, -2.47382, 0.145448, 0.024581, 1.00639 
226, 0.0113, 0.0196759, 78.6114, -2.47382, 0.145448, 0.024581, 1.00548 
227, 0.01135, 0.0251568, 78.611, -2.47382, 0.145448, 0.024581, 1.00461 
228, 0.0114, 0.0172621, 78.6104, -2.47382, 0.145448, 0.024581, 1.00373 
229, 0.01145, 0.0157875, 78.6099, -2.47382, 0.145448, 0.024581, 1.00289 
230, 0.0115, 0.00915513, 78.6096, -2.47382, 0.145448, 0.024581, 1.00203 
231, 0.01155, 0.0216813, 78.6093, -2.47382, 0.145448, 0.024581, 1.00126 
232, 0.0116, 0.0236731, 78.6091, -2.47382, 0.145448, 0.024581, 1.00045 
233, 0.01165, 0.0217595, 78.6089, -2.47382, 0.145448, 0.024581, 0.999605 
234, 0.0117, 0.0275904, 78.6086, -2.47382, 0.145448, 0.024581, 0.998697 
235, 0.01175, 0.022369, 78.6082, -2.47382, 0.145448, 0.024581, 0.997816 
236, 0.0118, 0.024904, 78.6076, -2.47382, 0.145448, 0.024581, 0.996918 
237, 0.01185, 0.017714, 78.6071, -2.47382, 0.145448, 0.024581, 0.996086 
238, 0.0119, 0.0102281, 78.6066, -2.47382, 0.145448, 0.024581, 0.99527 
239, 0.01195, 0.0123034, 78.6063, -2.47382, 0.145448, 0.024581, 0.994505 
240, 0.012, 0.017848, 78.6061, -2.47382, 0.145448, 0.024581, 0.993711 
241, 0.01205, 0.0167883, 78.606, -2.47382, 0.145448, 0.024581, 0.992945 
242, 0.0121, 0.0206346, 78.6058, -2.47382, 0.145448, 0.024581, 0.992135 
243, 0.01215, 0.0252779, 78.6054, -2.47382, 0.145448, 0.024581, 0.991347 
244, 0.0122, 0.0269225, 78.6049, -2.47382, 0.145448, 0.024581, 0.990542 
245, 0.01225, 0.0251956, 78.6044, -2.47382, 0.145448, 0.024581, 0.989785 
246, 0.0123, 0.0258567, 78.6039, -2.47382, 0.145448, 0.024581, 0.989016 
247, 0.01235, 0.0200529, 78.6034, -2.47382, 0.145448, 0.024581, 0.988295 
248, 0.0124, 0.0214164, 78.6032, -2.47382, 0.145448, 0.024581, 0.987571 
249, 0.01245, 0.0243758, 78.603, -2.47382, 0.145448, 0.024581, 0.98683 
250, 0.0125, 0.0225655, 78.6029, -2.47382, 0.145448, 0.024581, 0.986056 
251, 0.01255, 0.0374168, 78.6027, -2.47382, 0.145448, 0.024581, 0.985291 
252, 0.0126, 0.0291584, 78.6023, -2.47382, 0.145448, 0.024581, 0.984512 
253, 0.01265, 0.0239247, 78.6018, -2.47382, 0.145448, 0.024581, 0.98373 
254, 0.0127, 0.0215352, 78.6013, -2.47382, 0.145448, 0.024581, 0.982971 
255, 0.01275, 0.0277104, 78.6008, -2.47382, 0.145448, 0.024581, 0.982247 
256, 0.0128, 0.026702, 78.6005, -2.47382, 0.145448, 0.024581, 0.981501 
257, 0.01285, 0.0160819, 78.6003, -2.47382, 0.145448, 0.024581, 0.980809 
258, 0.0129, 0.0302073, 78.6002, -2.47382, 0.145448, 0.024581, 0.980112 
259, 0.01295, 0.0284577, 78.6, -2.47382, 0.145448, 0.024581, 0.979383 
260, 0.013, 0.0173193, 78.5997, -2.47382, 0.145448, 0.024581, 0.978667 
261, 0.01305, 0.0115452, 78.5993, -2.47382, 0.145448, 0.024581, 0.977936 
262, 0.0131, 0.0196519, 78.5988, -2.47382, 0.145448, 0.024581, 0.977185 
263, 0.01315, 0.0195114, 78.5984, -2.47382, 0.145448, 0.024581, 0.976462 
264, 0.0132, 0.0131209, 78.598, -2.47382, 0.145448, 0.024581, 0.975737 
265, 0.01325, 0.0185192, 78.5978, -2.47382, 0.145448, 0.024581, 0.97504 
266, 0.0133, 0.0247308, 78.5976, -2.47382, 0.145448, 0.024581, 0.974332 
267, 0.01335, 0.0257797, 78.5974, -2.47382, 0.145448, 0.024581, 0.973638 
268, 0.0134, 0.0246719, 78.5972, -2.47382, 0.145448, 0.024581, 0.972937 
269, 0.01345, 0.0300782, 78.5969, -2.47382, 0.145448, 0.024581, 0.972244 
270, 0.0135, 0.0250217, 78.5966, -2.47382, 0.145448, 0.024581, 0.971533 
271, 0.01355, 0.0140699, 78.5962, -2.47382, 0.145448, 0.024581, 0.970839 
272, 0.0136, 0.00662343, 78.5958, -2.47382, 0.145448, 0.024581, 0.970141 
273, 0.01365, 0.0197796, 78.5956, -2.47382, 0.145448, 0.024581, 0.969459 
274, 0.0137, 0.0220789, 78.5953, -2.47382, 0.145448, 0.024581, 0.968762 
275, 0.01375, 0.029336, 78.5951, -2.47382, 0.145448, 0.024581, 0.968083 
276, 0.0138, 0.0237411, 78.5949, -2.47382, 0.145448, 0.024581, 0.967394 
277, 0.01385, 0.0219845, 78.5947, -2.47382, 0.145448, 0.024581, 0.966715 
278, 0.0139, 0.0277518, 78.5945, -2.47382, 0.145448, 0.024581, 0.966018 
279, 0.01395, 0.0171388, 78.5942, -2.47382, 0.145448, 0.024581, 0.965338 
280, 0.014, 0.012293, 78.5939, -2.47382, 0.145448, 0.024581, 0.964662 
281, 0.01405, 0.0178732, 78.5936, -2.47382, 0.145448, 0.024581, 0.964006 
282, 0.0141, 0.0201255, 78.5933, -2.47382, 0.145448, 0.024581, 0.963327 
283, 0.01415, 0.0229085, 78.5931, -2.47382, 0.145448, 0.024581, 0.962655 
284, 0.0142, 0.0302564, 78.5928, -2.47382, 0.145448, 0.024581, 0.961972 
285, 0.01425, 0.0300197, 78.5927, -2.47382, 0.145448, 0.024581, 0.96131 
286, 0.0143, 0.0302644, 78.5925, -2.47382, 0.145448, 0.024581, 0.960638 
287, 0.01435, 0.028572, 78.5923, -2.47382, 0.145448, 0.024581, 0.959986 
288, 0.0144, 0.0280077, 78.5921, -2.47382, 0.145448, 0.024581, 0.959334 
289, 0.01445, 0.0218437, 78.5919, -2.47382, 0.145448, 0.024581, 0.958699 
290, 0.0145, 0.0234792, 78.5916, -2.47382, 0.145448, 0.024581, 0.95804 
291, 0.01455, 0.0170208, 78.5914, -2.47382, 0.145448, 0.024581, 0.957381 
292, 0.0146, 0.0255829, 78.5911, -2.47382, 0.145448, 0.024581, 0.956716 
293, 0.01465, 0.0225468, 78.5909, -2.47382, 0.145448, 0.024581, 0.956082 
294, 0.0147, 0.0294782, 78.5907, -2.47382, 0.145448, 0.024581, 0.955463 
295, 0.01475, 0.036428, 78.5906, -2.47382, 0.145448, 0.024581, 0.954853 
296, 0.0148, 0.0363758, 78.5905, -2.47382, 0.145448, 0.024581, 0.954206 
297, 0.01485, 0.0225256, 78.5904, -2.47382, 0.145448, 0.024581, 0.953575 
298, 0.0149, 0.02013, 78.5902, -2.47382, 0.145448, 0.024581, 0.952898 
299, 0.01495, 0.0282548, 78.5899, -2.47382, 0.145448, 0.024581, 0.952248 
300, 0.015, 0.0262829, 78.5896, -2.47382, 0.145448, 0.024581, 0.951606 
301, 0.01505, 0.0252819, 78.5894, -2.47382, 0.145448, 0.024581, 0.950961 
302, 0.0151, 0.0170727, 78.5892, -2.47382, 0.145448, 0.024581, 0.950335 
