t, velocity, pressure, k, omega, wall_distance
 5.0000000e-05,  5.2223741e+02,  2.0000000e+04,  1.9977500e+04,  1.9999958e+04,  2.0000000e+04
 1.0000000e-04,  9.6836289e+01,  3.4967030e+05,  7.1693675e+04,  1.6179157e+04,  2.0000000e+04
 1.5000000e-04,  6.2469052e+01,  3.5908329e+03,  4.0588504e+04,  1.3935786e+04,  2.0000000e+04
 2.0000000e-04,  4.8009099e+01,  1.0122018e+03,  2.4573489e+04,  1.1313319e+04,  2.0000000e+04
 2.5000000e-04,  3.9996769e+01,  1.2032669e+03,  1.6050071e+04,  8.7130816e+03,  2.0000000e+04
 3.0000000e-04,  3.5477362e+01,  1.2086386e+03,  1.1254763e+04,  6.6070081e+03,  2.0000000e+04
 3.5000000e-04,  3.2624264e+01,  1.1725508e+03,  8.3740369e+03,  5.1793775e+03,  2.0000000e+04
 4.0000000e-04,  3.0502049e+01,  1.1242158e+03,  6.5216651e+03,  4.1586436e+03,  2.0000000e+04
 4.5000000e-04,  2.8713629e+01,  1.0712858e+03,  5.2426190e+03,  3.3871725e+03,  2.0000000e+04
 5.0000000e-04,  2.7120816e+01,  1.0173346e+03,  4.3105713e+03,  2.7936227e+03,  2.0000000e+04
 5.5000000e-04,  2.5693973e+01,  9.6431814e+02,  3.5731953e+03,  2.3316263e+03,  2.0000000e+04
 6.0000000e-04,  2.4441637e+01,  9.1353014e+02,  3.0158206e+03,  1.9743121e+03,  2.0000000e+04
 6.5000000e-04,  2.3384155e+01,  8.6560493e+02,  2.5831219e+03,  1.6742362e+03,  2.0000000e+04
 7.0000000e-04,  2.2525958e+01,  8.2039864e+02,  2.2375698e+03,  1.4351421e+03,  2.0000000e+04
 7.5000000e-04,  2.1856751e+01,  7.7830815e+02,  1.9639602e+03,  1.2415574e+03,  2.0000000e+04
 8.0000000e-04,  2.1356252e+01,  7.3935112e+02,  1.7276045e+03,  1.0791147e+03,  2.0000000e+04
 8.5000000e-04,  2.0999781e+01,  7.0323478e+02,  1.5086208e+03,  9.7042027e+02,  2.0000000e+04
 9.0000000e-04,  2.0758156e+01,  6.6979897e+02,  1.3677963e+03,  8.5720338e+02,  2.0000000e+04
 9.5000000e-04,  2.0605023e+01,  6.3868956e+02,  1.3039664e+03,  1.9843020e+03,  2.0000000e+04
 1.0000000e-03,  2.0514231e+01,  6.0975645e+02,  1.2518602e+03,  1.2198333e+03,  2.0000000e+04
 1.0500000e-03,  2.0464395e+01,  5.8271162e+02,  1.2474709e+03,  8.1079134e+02,  2.0000000e+04
 1.1000000e-03,  2.0439384e+01,  5.5740671e+02,  1.2777012e+03,  6.2621231e+02,  2.0000000e+04
 1.1500000e-03,  2.0426156e+01,  5.3373617e+02,  1.2525203e+03,  5.3519149e+02,  2.0000000e+04
 1.2000000e-03,  2.0416544e+01,  5.1146575e+02,  1.2357586e+03,  1.9452816e+03,  2.0000000e+04
 1.2500000e-03,  2.0404847e+01,  4.9044829e+02,  1.1893729e+03,  1.0466157e+03,  2.0000000e+04
 1.3000000e-03,  2.0387596e+01,  4.7068451e+02,  1.1558793e+03,  6.1415442e+02,  2.0000000e+04
 1.3500000e-03,  2.0362066e+01,  4.5204680e+02,  1.1333777e+03,  4.6356686e+02,  2.0000000e+04
 1.4000000e-03,  2.0328573e+01,  4.3436924e+02,  1.1118299e+03,  3.5783639e+02,  2.0000000e+04
 1.4500000e-03,  2.0285329e+01,  4.1799828e+02,  1.0577698e+03,  3.2075872e+02,  2.0000000e+04
 1.5000000e-03,  2.0233815e+01,  4.0248586e+02,  9.8348107e+02,  2.9864343e+02,  2.0000000e+04
 1.5500000e-03,  2.0175711e+01,  3.8767729e+02,  8.8722629e+02,  3.3076785e+02,  2.0000000e+04
 1.6000000e-03,  2.0112765e+01,  3.7359258e+02,  8.1105856e+02,  2.8480627e+02,  2.0000000e+04
 1.6500000e-03,  2.0044668e+01,  3.6020291e+02,  7.0446345e+02,  2.7378960e+02,  2.0000000e+04
 1.7000000e-03,  1.9971778e+01,  3.4748605e+02,  6.6408687e+02,  4.1759917e+02,  2.0000000e+04
 1.7500000e-03,  1.9894737e+01,  3.3538136e+02,  6.7684670e+02,  3.3798866e+02,  2.0000000e+04
 1.8000000e-03,  1.9813478e+01,  3.2384080e+02,  5.9972516e+02,  2.3612173e+02,  2.0000000e+04
 1.8500000e-03,  1.9728466e+01,  3.1283551e+02,  5.8121299e+02,  2.8682417e+02,  2.0000000e+04
