t, velocity, pressure, k, omega, wall_distance
 5.0000000e-05,  4.8553234e+02,  2.0000000e+04,  1.9977501e+04,  1.9999958e+04,  2.0000000e+04
 1.0000000e-04,  4.2921892e+01,  1.3665356e+06,  7.1554141e+04,  1.8132642e+04,  2.0000000e+04
 1.5000000e-04,  2.2156358e+01,  1.4584331e+05,  4.0713340e+04,  1.6403089e+04,  2.0000000e+04
 2.0000000e-04,  1.7051074e+01,  4.6244968e+03,  2.4550195e+04,  1.3456876e+04,  2.0000000e+04
 2.5000000e-04,  1.4146871e+01,  1.1872565e+03,  1.6047997e+04,  9.2679761e+03,  2.0000000e+04
 3.0000000e-04,  1.3095165e+01,  8.0795194e+02,  1.1755267e+04,  5.5309273e+03,  2.0000000e+04
 3.5000000e-04,  1.2589205e+01,  7.0245316e+02,  3.0418754e+04,  3.8935492e+03,  2.0000000e+04
 4.0000000e-04,  1.2344277e+01,  6.3255202e+02,  1.2936198e+04,  2.8571812e+03,  2.0000000e+04
 4.5000000e-04,  1.2154632e+01,  5.7862756e+02,  1.4153292e+04,  2.0958822e+03,  2.0000000e+04
 5.0000000e-04,  1.1969139e+01,  5.5044511e+02,  1.0836363e+04,  1.5912553e+03,  2.0000000e+04
 5.5000000e-04,  1.1785524e+01,  5.3475612e+02,  1.0112794e+04,  1.2422672e+03,  2.0000000e+04
 6.0000000e-04,  1.1613184e+01,  5.2087172e+02,  7.8657936e+03,  9.9212909e+02,  2.0000000e+04
 6.5000000e-04,  1.1446701e+01,  5.0713872e+02,  1.0259621e+04,  8.0467419e+02,  2.0000000e+04
 7.0000000e-04,  1.1284257e+01,  4.9202982e+02,  7.6622439e+03,  6.7216211e+02,  2.0000000e+04
 7.5000000e-04,  1.1120615e+01,  4.8109379e+02,  7.3882833e+03,  5.6491667e+02,  2.0000000e+04
 8.0000000e-04,  1.0960012e+01,  4.7503304e+02,  7.9215592e+03,  5.0243880e+02,  2.0000000e+04
 8.5000000e-04,  1.0803829e+01,  4.7032207e+02,  1.1079018e+04,  4.6292448e+02,  2.0000000e+04
 9.0000000e-04,  1.0658609e+01,  4.6415424e+02,  1.0015397e+04,  6.4563798e+02,  2.0000000e+04
 9.5000000e-04,  1.0534829e+01,  4.5505782e+02,  1.2085765e+04,  8.2114144e+02,  2.0000000e+04
 1.0000000e-03,  1.0396348e+01,  4.4507484e+02,  1.3637232e+04,  6.1583940e+02,  2.0000000e+04
 1.0500000e-03,  1.0266910e+01,  4.3286868e+02,  1.1083940e+04,  6.4939696e+02,  2.0000000e+04
 1.1000000e-03,  1.0148639e+01,  4.2128235e+02,  1.3733658e+04,  1.7686315e+03,  2.0000000e+04
 1.1500000e-03,  1.0051287e+01,  4.1073215e+02,  1.0360071e+04,  1.6506653e+04,  2.0000000e+04
 1.2000000e-03,  1.0204783e+01,  3.9944431e+02,  1.1172327e+04,  1.1827210e+04,  2.0000000e+04
 1.2500000e-03,  1.0220256e+01,  3.9107119e+02,  1.3188376e+04,  6.9788691e+03,  2.0000000e+04
